,year,month,intent,police,sex,age,race,place,education
91476,2014,1,Accidental,0,M,19.0,White,Home,HS/GED
91479,2014,1,Suicide,0,M,83.0,White,Home,Some college
91500,2014,1,Suicide,0,F,74.0,White,Home,HS/GED
91501,2014,1,Suicide,0,M,38.0,White,Other specified,HS/GED
91504,2014,1,Suicide,0,F,32.0,Black,Home,BA+
91508,2014,1,Suicide,0,M,13.0,White,Other unspecified,Less than HS
91513,2014,1,Suicide,0,F,50.0,White,Home,HS/GED
91516,2014,1,Suicide,0,M,25.0,White,Other specified,Some college
91519,2014,1,Suicide,0,F,43.0,White,Home,Some college
91520,2014,1,Suicide,0,F,61.0,White,Other specified,BA+
91529,2014,1,Suicide,0,M,40.0,White,Street,BA+
91531,2014,1,Suicide,0,F,17.0,White,Home,Some college
91539,2014,1,Suicide,0,F,55.0,White,Other specified,HS/GED
91540,2014,1,Suicide,0,F,27.0,White,Other specified,Some college
91541,2014,1,Suicide,0,M,38.0,White,School/instiution,HS/GED
91542,2014,1,Suicide,0,M,63.0,White,Other specified,Some college
91546,2014,1,Suicide,0,M,24.0,White,Home,Less than HS
91555,2014,1,Suicide,0,M,80.0,Black,Home,HS/GED
91556,2014,1,Suicide,0,M,24.0,Black,Home,Some college
91565,2014,1,Suicide,0,M,50.0,White,Trade/service area,BA+
91578,2014,1,Suicide,0,M,35.0,White,Home,BA+
91585,2014,1,Suicide,0,F,24.0,White,Home,BA+
91590,2014,2,Suicide,0,F,50.0,White,Home,HS/GED
91591,2014,2,Suicide,0,M,48.0,Hispanic,Home,BA+
91604,2014,2,Suicide,0,M,81.0,White,Home,Less than HS
91622,2014,2,Suicide,0,M,40.0,Black,Home,HS/GED
91625,2014,2,Suicide,0,M,24.0,Hispanic,Street,Less than HS
91633,2014,2,Suicide,0,M,48.0,White,Other unspecified,HS/GED
91637,2014,2,Suicide,0,M,83.0,White,Other unspecified,HS/GED
91640,2014,2,Suicide,0,M,20.0,Black,Home,HS/GED
91644,2014,2,Suicide,0,M,36.0,Hispanic,Home,Less than HS
91646,2014,2,Suicide,0,M,43.0,Black,Home,HS/GED
91653,2014,2,Suicide,0,M,87.0,White,Street,HS/GED
91658,2014,2,Suicide,0,M,45.0,Black,Street,HS/GED
91660,2014,2,Suicide,0,F,60.0,White,Street,HS/GED
91664,2014,2,Suicide,0,F,14.0,White,Home,Less than HS
91666,2014,2,Suicide,0,M,98.0,White,Home,HS/GED
91667,2014,2,Suicide,0,M,56.0,White,Street,HS/GED
91671,2014,2,Suicide,0,M,52.0,White,Other specified,BA+
91674,2014,1,Suicide,0,M,52.0,White,Other unspecified,BA+
91693,2014,3,Suicide,0,M,39.0,White,Other specified,HS/GED
91694,2014,3,Suicide,0,M,39.0,Hispanic,Home,HS/GED
91695,2014,2,Suicide,0,M,17.0,Hispanic,Other specified,Less than HS
91701,2014,2,Accidental,0,M,16.0,Black,Street,Less than HS
91706,2014,3,Suicide,0,M,77.0,White,Home,HS/GED
91709,2014,2,Suicide,0,M,62.0,White,Home,Less than HS
91711,2014,3,Suicide,0,M,42.0,White,Other specified,HS/GED
91712,2014,3,Suicide,0,M,37.0,White,Other unspecified,HS/GED
91713,2014,3,Suicide,0,M,26.0,White,Home,BA+
91730,2014,3,Suicide,0,M,77.0,White,Home,Less than HS
91731,2014,3,Suicide,0,M,43.0,White,Home,Some college
91738,2014,3,Suicide,0,F,26.0,White,Home,HS/GED
91742,2014,3,Suicide,0,M,27.0,White,Home,Less than HS
91745,2014,3,Suicide,0,M,41.0,White,Other specified,HS/GED
91746,2014,3,Suicide,0,M,37.0,White,Other specified,Some college
91759,2014,3,Suicide,0,M,86.0,White,Home,BA+
91767,2014,3,Suicide,0,F,50.0,White,Home,BA+
91768,2014,3,Suicide,0,M,46.0,White,Home,BA+
91772,2014,3,Suicide,0,M,85.0,White,Home,Some college
91779,2014,3,Suicide,0,M,26.0,Hispanic,Home,Some college
91782,2014,4,Suicide,0,M,61.0,White,Other specified,HS/GED
91783,2014,3,Suicide,0,M,59.0,White,Farm,HS/GED
91784,2014,3,Suicide,0,M,22.0,White,Other specified,HS/GED
91786,2014,4,Suicide,0,F,28.0,White,Street,HS/GED
91799,2014,4,Suicide,0,M,90.0,White,Trade/service area,Less than HS
91800,2014,4,Suicide,0,F,62.0,White,Home,BA+
91817,2014,4,Suicide,0,M,62.0,White,Other unspecified,Less than HS
91818,2014,4,Suicide,0,M,28.0,White,Home,Some college
91826,2014,4,Suicide,0,M,52.0,White,Trade/service area,BA+
91830,2014,4,Suicide,0,F,48.0,White,Home,HS/GED
91839,2014,4,Suicide,0,M,55.0,White,Home,BA+
91845,2014,4,Suicide,0,M,16.0,Hispanic,Other specified,Less than HS
91848,2014,4,Suicide,0,M,45.0,Black,Home,HS/GED
91851,2014,4,Suicide,0,M,73.0,White,Other specified,Some college
91854,2014,4,Suicide,0,M,32.0,White,Home,BA+
91863,2014,4,Suicide,0,M,23.0,Hispanic,Other unspecified,HS/GED
91869,2014,4,Suicide,0,M,28.0,Asian/Pacific Islander,Other specified,BA+
91872,2014,4,Suicide,0,M,44.0,White,Other specified,Some college
91875,2014,4,Suicide,0,M,96.0,White,Home,Less than HS
91887,2014,5,Suicide,0,M,23.0,Asian/Pacific Islander,Home,HS/GED
91889,2014,4,Suicide,0,F,54.0,White,Home,Some college
91904,2014,5,Suicide,0,M,87.0,White,Home,Less than HS
91907,2014,5,Suicide,0,M,72.0,White,Home,Some college
91911,2014,5,Suicide,0,M,20.0,Black,Home,HS/GED
91914,2014,5,Suicide,0,M,52.0,White,Other unspecified,HS/GED
91918,2014,4,Suicide,0,M,74.0,Hispanic,Home,Some college
91926,2014,5,Suicide,0,M,28.0,Black,Street,Some college
91931,2014,5,Suicide,0,M,53.0,Black,Home,Some college
91938,2014,5,Suicide,0,F,47.0,White,Other unspecified,HS/GED
91943,2014,5,Suicide,0,M,71.0,White,Home,Some college
91948,2014,5,Suicide,0,F,59.0,Black,Home,BA+
91952,2014,5,Suicide,0,M,33.0,White,Other specified,HS/GED
91958,2014,5,Suicide,0,M,30.0,Hispanic,Street,Some college
91966,2014,5,Suicide,0,M,36.0,White,Other specified,Less than HS
91975,2014,5,Suicide,0,M,76.0,White,Home,Some college
91981,2014,5,Suicide,0,M,25.0,White,Home,BA+
91985,2014,5,Suicide,0,M,48.0,White,Trade/service area,BA+
91986,2014,5,Suicide,0,M,56.0,Black,Other specified,BA+
91987,2014,5,Suicide,0,M,38.0,White,Other specified,HS/GED
91997,2014,5,Suicide,0,M,55.0,Black,Home,HS/GED
91999,2014,5,Suicide,0,M,46.0,White,Home,Some college
92000,2014,5,Suicide,0,M,24.0,White,Street,HS/GED
92002,2014,5,Suicide,0,M,91.0,White,Home,HS/GED
92005,2014,5,Suicide,0,F,53.0,White,Other specified,BA+
92006,2014,5,Suicide,0,M,18.0,White,Home,Less than HS
92008,2014,5,Suicide,0,F,51.0,White,Home,HS/GED
92023,2014,5,Suicide,0,M,12.0,Black,Home,Less than HS
92025,2014,6,Suicide,0,M,23.0,White,Street,HS/GED
92030,2014,6,Suicide,0,M,58.0,White,Home,Some college
92032,2014,6,Suicide,0,F,59.0,White,Home,BA+
92041,2014,6,Suicide,0,M,60.0,White,Sports,HS/GED
92042,2014,6,Suicide,0,F,47.0,White,Other specified,BA+
92044,2014,6,Suicide,0,M,17.0,Hispanic,Home,Less than HS
92046,2014,6,Suicide,0,M,67.0,White,School/instiution,HS/GED
92053,2014,6,Suicide,0,M,53.0,White,Home,Some college
92062,2014,6,Suicide,0,F,36.0,White,Home,HS/GED
92071,2014,6,Suicide,0,M,75.0,White,Residential institution,Some college
92078,2014,6,Suicide,0,M,33.0,Asian/Pacific Islander,Home,BA+
92081,2014,6,Suicide,0,M,55.0,Asian/Pacific Islander,Home,BA+
92082,2014,6,Suicide,0,F,45.0,White,Home,BA+
92083,2014,6,Accidental,0,M,24.0,White,Home,HS/GED
92086,2014,6,Suicide,0,F,71.0,White,Home,HS/GED
92087,2014,6,Suicide,0,M,74.0,White,Home,Less than HS
92088,2014,6,Suicide,0,M,21.0,White,Other specified,Less than HS
92091,2014,6,Suicide,0,F,43.0,White,Home,HS/GED
92096,2014,6,Suicide,0,M,43.0,White,Other unspecified,HS/GED
92112,2014,6,Suicide,0,M,36.0,White,Street,HS/GED
92117,2014,6,Suicide,0,M,50.0,White,Other specified,HS/GED
92118,2014,6,Suicide,0,M,61.0,White,Street,HS/GED
92135,2014,6,Suicide,0,M,23.0,White,Other specified,HS/GED
92139,2014,7,Suicide,0,M,45.0,White,Other specified,BA+
92141,2014,7,Suicide,0,M,63.0,White,Home,Less than HS
92145,2014,7,Suicide,0,M,89.0,White,Other specified,BA+
92147,2014,6,Suicide,0,M,35.0,White,Other specified,HS/GED
92148,2014,6,Suicide,0,M,75.0,White,Home,BA+
92169,2014,7,Suicide,0,M,19.0,Black,Home,HS/GED
92179,2014,7,Suicide,0,M,85.0,Black,Home,HS/GED
92195,2014,7,Suicide,0,M,24.0,White,Street,HS/GED
92202,2014,7,Suicide,0,M,31.0,White,Other unspecified,BA+
92208,2014,7,Suicide,0,M,81.0,White,Other unspecified,HS/GED
92217,2014,7,Suicide,0,M,50.0,White,Home,BA+
92222,2014,7,Suicide,0,F,49.0,White,Home,BA+
92232,2014,7,Suicide,0,M,35.0,White,Home,Less than HS
92235,2014,7,Suicide,0,M,23.0,White,Farm,HS/GED
92238,2014,7,Suicide,0,M,86.0,White,Other specified,Some college
92241,2014,7,Suicide,0,M,65.0,White,Other specified,BA+
92242,2014,7,Suicide,0,M,26.0,White,Home,Less than HS
92245,2014,7,Suicide,0,M,83.0,White,Home,BA+
92246,2014,7,Suicide,0,M,71.0,White,Street,Some college
92247,2014,7,Suicide,0,F,56.0,White,Trade/service area,Some college
92250,2014,7,Suicide,0,F,84.0,White,Home,Less than HS
92253,2014,7,Suicide,0,M,77.0,White,Home,BA+
92268,2014,7,Suicide,0,M,60.0,White,Other unspecified,Some college
92286,2014,7,Suicide,0,M,26.0,Black,Street,Some college
92289,2014,7,Suicide,0,M,75.0,White,Home,BA+
92290,2014,8,Suicide,0,F,24.0,White,Home,HS/GED
92297,2014,8,Suicide,0,M,48.0,White,Home,BA+
92298,2014,8,Suicide,0,M,46.0,White,Other specified,HS/GED
92304,2014,8,Suicide,0,F,56.0,White,Other unspecified,BA+
92306,2014,8,Suicide,0,M,42.0,White,Street,BA+
92308,2014,8,Suicide,0,M,76.0,White,Other specified,Less than HS
92310,2014,8,Suicide,0,M,53.0,White,Other specified,Some college
92311,2014,8,Suicide,0,M,45.0,White,Other specified,HS/GED
92315,2014,8,Suicide,0,M,36.0,Black,Home,HS/GED
92334,2014,8,Suicide,0,M,24.0,White,Home,Less than HS
92335,2014,8,Suicide,0,F,41.0,White,Other unspecified,HS/GED
92338,2014,8,Suicide,0,M,70.0,White,Other specified,HS/GED
92340,2014,8,Suicide,0,F,44.0,White,Other specified,BA+
92342,2014,8,Suicide,0,M,67.0,White,Trade/service area,BA+
92344,2014,8,Suicide,0,M,25.0,White,Other unspecified,HS/GED
92350,2014,8,Suicide,0,M,71.0,Hispanic,Home,BA+
92368,2014,8,Suicide,0,M,28.0,White,Other specified,BA+
92369,2014,8,Suicide,0,M,67.0,White,Other unspecified,Less than HS
92377,2014,8,Suicide,0,M,87.0,White,Home,Less than HS
92380,2014,8,Suicide,0,M,88.0,White,Other specified,HS/GED
92393,2014,8,Accidental,0,M,25.0,Black,Street,HS/GED
92403,2014,9,Suicide,0,M,78.0,White,Other specified,BA+
92405,2014,8,Accidental,0,M,39.0,White,Trade/service area,HS/GED
92409,2014,9,Suicide,0,M,33.0,White,Other specified,Less than HS
92416,2014,9,Accidental,0,F,0.0,White,Street,Less than HS
92424,2014,9,Suicide,0,M,78.0,Black,Street,Some college
92425,2014,9,Suicide,0,M,22.0,White,Other unspecified,Some college
92426,2014,9,Suicide,0,M,42.0,Hispanic,Other unspecified,Less than HS
92427,2014,9,Suicide,0,F,22.0,White,Other specified,HS/GED
92432,2014,9,Suicide,0,M,40.0,White,Farm,Some college
92433,2014,9,Suicide,0,M,22.0,White,Home,Less than HS
92434,2014,9,Suicide,0,M,44.0,White,Other specified,HS/GED
92436,2014,7,Suicide,0,M,48.0,Hispanic,Home,Some college
92437,2014,9,Suicide,0,M,52.0,White,Other unspecified,HS/GED
92444,2014,9,Suicide,0,M,58.0,White,Industrial/construction,HS/GED
92446,2014,9,Suicide,0,M,46.0,White,Home,Some college
92451,2014,9,Suicide,0,M,31.0,White,Trade/service area,BA+
92453,2014,9,Accidental,0,M,26.0,Black,Street,Less than HS
92472,2014,9,Suicide,0,F,16.0,White,Home,Less than HS
92476,2014,9,Suicide,0,M,51.0,White,Street,BA+
92478,2014,9,Suicide,0,M,50.0,White,Home,BA+
92481,2014,9,Suicide,0,F,54.0,White,Trade/service area,HS/GED
92484,2014,9,Undetermined,0,M,53.0,White,Home,HS/GED
92487,2014,9,Suicide,0,M,52.0,White,Other specified,BA+
92508,2014,9,Suicide,0,M,34.0,White,Industrial/construction,HS/GED
92510,2014,9,Suicide,0,M,78.0,White,Other specified,HS/GED
92522,2014,9,Suicide,0,M,56.0,White,Street,Some college
92523,2014,9,Suicide,0,M,54.0,White,Other unspecified,BA+
92526,2014,9,Suicide,0,M,32.0,White,Other unspecified,HS/GED
92527,2014,10,Suicide,0,M,94.0,White,Home,Less than HS
92552,2014,10,Suicide,0,M,51.0,Black,Other specified,Some college
92553,2014,10,Suicide,0,F,48.0,White,Home,BA+
92560,2014,10,Suicide,0,M,82.0,White,Home,HS/GED
92567,2014,10,Suicide,0,F,15.0,White,Home,Less than HS
92568,2014,10,Suicide,0,M,48.0,White,Other specified,HS/GED
92573,2014,10,Suicide,0,M,53.0,White,Other specified,HS/GED
92579,2014,10,Suicide,0,M,71.0,White,Home,Some college
92580,2014,10,Suicide,0,F,87.0,White,Home,HS/GED
92581,2014,10,Suicide,0,M,72.0,White,School/instiution,Less than HS
92582,2014,10,Suicide,0,M,94.0,White,Home,BA+
92586,2014,10,Suicide,0,F,54.0,White,Home,HS/GED
92587,2014,10,Suicide,0,M,69.0,White,Trade/service area,Some college
92593,2014,10,Suicide,0,M,22.0,White,Other unspecified,Some college
92594,2014,10,Suicide,0,M,49.0,White,Other specified,Some college
92601,2014,10,Suicide,0,M,98.0,White,Home,Less than HS
92602,2014,10,Suicide,0,M,20.0,White,Other specified,HS/GED
92604,2014,10,Suicide,0,M,29.0,White,Other specified,HS/GED
92606,2014,10,Suicide,0,M,15.0,White,Home,Less than HS
92612,2014,10,Suicide,0,M,21.0,Black,Other specified,Less than HS
92620,2014,10,Suicide,0,F,26.0,White,Home,HS/GED
92624,2014,10,Suicide,0,M,30.0,Asian/Pacific Islander,Home,Some college
92625,2014,10,Suicide,0,M,20.0,White,Home,Some college
92628,2014,10,Suicide,0,M,25.0,Black,Street,Some college
92629,2014,10,Suicide,0,M,61.0,White,Other specified,Some college
92637,2014,10,Accidental,0,M,29.0,White,Home,BA+
92639,2014,10,Suicide,0,M,43.0,White,Other specified,Some college
92644,2014,10,Suicide,0,F,30.0,White,Other specified,BA+
92645,2014,10,Suicide,0,M,62.0,White,Industrial/construction,HS/GED
92647,2014,10,Suicide,0,M,28.0,Hispanic,Home,Some college
92649,2014,10,Suicide,0,M,20.0,Black,Street,HS/GED
92652,2014,10,Suicide,0,M,35.0,White,Street,HS/GED
92654,2014,10,Suicide,0,M,25.0,Hispanic,Home,Some college
92657,2014,10,Suicide,0,M,50.0,White,Home,Some college
92658,2014,10,Suicide,0,F,43.0,White,Home,HS/GED
92665,2014,11,Suicide,0,M,24.0,White,Other unspecified,HS/GED
92666,2014,11,Suicide,0,M,70.0,Black,Home,HS/GED
92669,2014,11,Suicide,0,M,53.0,White,Other unspecified,HS/GED
92670,2014,11,Suicide,0,F,41.0,White,Home,Less than HS
92672,2014,11,Suicide,0,M,42.0,White,Other unspecified,HS/GED
92676,2014,10,Suicide,0,M,75.0,White,Street,HS/GED
92678,2014,11,Accidental,0,M,36.0,White,Home,HS/GED
92679,2014,11,Suicide,0,M,26.0,Hispanic,Other unspecified,Less than HS
92681,2014,11,Suicide,0,M,40.0,White,Other unspecified,HS/GED
92682,2014,11,Suicide,0,M,23.0,White,Other specified,BA+
92683,2014,11,Suicide,0,M,74.0,White,Other unspecified,HS/GED
92684,2014,11,Suicide,0,M,62.0,White,Other unspecified,HS/GED
92685,2014,11,Suicide,0,M,85.0,White,Other unspecified,HS/GED
92688,2014,11,Suicide,0,M,61.0,White,Other unspecified,BA+
92699,2014,11,Suicide,0,M,44.0,White,Trade/service area,HS/GED
92709,2014,11,Suicide,0,M,75.0,White,Home,Less than HS
92713,2014,11,Suicide,0,M,87.0,White,Trade/service area,Less than HS
92714,2014,11,Suicide,0,M,92.0,White,Home,Less than HS
92716,2014,11,Suicide,0,M,44.0,White,Other unspecified,Less than HS
92717,2014,11,Suicide,0,F,53.0,White,Trade/service area,BA+
92718,2014,11,Suicide,0,F,41.0,White,Trade/service area,BA+
92720,2014,11,Suicide,0,M,35.0,Hispanic,Home,Less than HS
92721,2014,11,Suicide,0,M,55.0,White,Street,HS/GED
92723,2014,11,Suicide,0,M,51.0,White,Other unspecified,HS/GED
92725,2014,11,Suicide,0,M,90.0,White,Home,Some college
92728,2014,11,Suicide,0,M,63.0,White,Other specified,HS/GED
92730,2014,11,Suicide,0,M,27.0,White,Farm,HS/GED
92731,2014,11,Suicide,0,M,20.0,White,Street,HS/GED
92734,2014,12,Suicide,0,M,31.0,Black,Street,Some college
92737,2014,11,Accidental,0,M,54.0,White,Other unspecified,HS/GED
92744,2014,11,Suicide,0,M,69.0,White,Other unspecified,BA+
92745,2014,11,Suicide,0,M,59.0,White,Street,BA+
92752,2014,11,Suicide,0,M,63.0,White,Street,HS/GED
92756,2014,12,Suicide,0,F,49.0,White,Home,Some college
92761,2014,11,Suicide,0,M,47.0,White,Other unspecified,HS/GED
92763,2014,12,Accidental,0,M,23.0,Black,Street,HS/GED
92764,2014,11,Accidental,0,M,19.0,Hispanic,Street,HS/GED
92765,2014,10,Suicide,0,M,52.0,White,Other specified,HS/GED
92768,2014,12,Suicide,0,M,52.0,White,Street,HS/GED
92769,2014,11,Suicide,0,M,86.0,White,Home,Less than HS
92771,2014,12,Suicide,0,M,50.0,White,Other unspecified,HS/GED
92772,2014,11,Suicide,0,F,50.0,White,Other unspecified,HS/GED
92775,2014,12,Accidental,0,M,78.0,White,Other unspecified,Some college
92776,2014,12,Accidental,0,M,68.0,Black,Other unspecified,HS/GED
92777,2014,12,Suicide,0,M,33.0,White,Home,Less than HS
92778,2014,11,Suicide,0,M,30.0,Black,Home,HS/GED
92783,2014,11,Suicide,0,M,19.0,Hispanic,Other unspecified,HS/GED
92784,2014,12,Suicide,0,M,29.0,White,Home,Less than HS
92785,2014,11,Suicide,0,M,71.0,White,Other unspecified,HS/GED
92789,2014,12,Suicide,0,M,50.0,Black,Home,BA+
92796,2014,12,Suicide,0,F,27.0,White,Street,Less than HS
92803,2014,12,Suicide,0,M,70.0,White,Other specified,Some college
92821,2014,12,Suicide,0,F,55.0,White,Home,Some college
92823,2014,12,Suicide,0,M,66.0,White,Other specified,BA+
92828,2014,12,Accidental,0,M,79.0,White,Other specified,HS/GED
92830,2014,12,Suicide,0,M,25.0,White,Trade/service area,HS/GED
92837,2014,12,Suicide,0,M,60.0,Black,Home,HS/GED
92845,2014,12,Suicide,0,M,69.0,White,Home,Less than HS
92847,2014,12,Suicide,0,M,65.0,White,Other unspecified,Some college
92849,2014,12,Suicide,0,M,69.0,White,Other unspecified,BA+
92855,2014,11,Suicide,0,F,38.0,White,Other unspecified,HS/GED
92857,2014,12,Suicide,0,M,50.0,White,Other unspecified,BA+
92858,2014,12,Suicide,0,M,67.0,White,Other unspecified,BA+
92862,2014,12,Suicide,0,M,23.0,White,Other unspecified,Some college
92864,2014,12,Suicide,0,M,56.0,White,Other unspecified,HS/GED
92865,2014,12,Suicide,0,M,67.0,White,Other unspecified,Some college
92869,2014,12,Suicide,0,M,45.0,Hispanic,Other unspecified,Some college
92870,2014,12,Suicide,0,M,11.0,White,Home,Less than HS
92871,2014,12,Suicide,0,M,24.0,White,Other unspecified,Some college
92872,2014,12,Suicide,0,M,27.0,White,Other unspecified,HS/GED
92873,2014,12,Suicide,0,M,65.0,White,Other unspecified,BA+
92876,2014,12,Suicide,0,M,55.0,White,Other unspecified,Some college
92878,2014,12,Suicide,0,M,74.0,White,Other unspecified,Some college
92884,2014,12,Suicide,0,M,22.0,White,Other unspecified,Some college
92925,2014,1,Suicide,0,M,28.0,Hispanic,Home,Less than HS
92928,2014,1,Suicide,0,F,37.0,White,Home,BA+
92938,2014,1,Suicide,0,M,59.0,White,Home,Less than HS
92941,2014,1,Suicide,0,F,43.0,White,Home,HS/GED
92942,2014,1,Suicide,0,M,30.0,White,Trade/service area,HS/GED
92944,2014,1,Undetermined,0,F,29.0,White,Home,HS/GED
92949,2014,1,Suicide,0,M,45.0,White,Street,HS/GED
92951,2014,1,Suicide,0,M,25.0,Black,Home,HS/GED
92952,2014,1,Suicide,0,M,28.0,Black,Home,Some college
92963,2014,1,Suicide,0,M,81.0,White,Street,HS/GED
92983,2014,2,Suicide,0,M,73.0,White,Street,HS/GED
92984,2014,1,Suicide,0,M,78.0,Black,Home,HS/GED
92991,2014,2,Suicide,0,M,45.0,Black,Other specified,Some college
92996,2014,2,Suicide,0,F,26.0,White,Trade/service area,Some college
92997,2014,2,Suicide,0,M,24.0,White,Home,Less than HS
93004,2014,2,Accidental,0,M,71.0,White,Home,Less than HS
93010,2014,2,Suicide,0,M,47.0,White,Trade/service area,BA+
93011,2014,2,Suicide,0,M,59.0,White,Trade/service area,BA+
93014,2014,2,Suicide,0,F,45.0,White,Home,HS/GED
93018,2014,2,Suicide,0,M,59.0,White,Other specified,BA+
93019,2014,2,Suicide,0,M,76.0,White,Home,Some college
93020,2014,2,Suicide,0,F,22.0,White,Home,Some college
93035,2014,2,Accidental,0,M,23.0,White,Home,Some college
93038,2014,2,Suicide,0,F,38.0,White,Other specified,Some college
93041,2014,2,Accidental,0,M,59.0,Black,Home,Less than HS
93053,2014,3,Suicide,0,M,27.0,White,Home,BA+
93054,2014,2,Suicide,0,M,51.0,Black,Home,Less than HS
93064,2014,3,Undetermined,0,M,66.0,Black,Other specified,BA+
93068,2014,3,Suicide,0,M,61.0,Black,Home,Some college
93069,2014,3,Suicide,0,M,37.0,Black,Home,Less than HS
93081,2014,3,Suicide,0,M,45.0,White,Other unspecified,Some college
93085,2014,3,Suicide,0,M,43.0,White,Other unspecified,HS/GED
93088,2014,3,Suicide,0,M,20.0,Black,Trade/service area,HS/GED
93091,2014,3,Suicide,0,M,45.0,Hispanic,Home,Less than HS
93092,2014,3,Suicide,0,M,34.0,Black,Home,Less than HS
93096,2014,4,Suicide,0,M,52.0,White,Other specified,Less than HS
93100,2014,4,Suicide,0,M,72.0,White,Other unspecified,Some college
93103,2014,4,Suicide,0,M,65.0,White,Home,Less than HS
93108,2014,4,Suicide,0,M,80.0,White,Other specified,Less than HS
93112,2014,4,Suicide,0,M,54.0,White,Farm,Some college
93117,2014,4,Suicide,0,M,59.0,White,Home,Less than HS
93118,2014,4,Suicide,0,M,40.0,Hispanic,Street,HS/GED
93120,2014,4,Suicide,0,M,64.0,White,School/instiution,BA+
93121,2014,4,Suicide,0,M,81.0,White,Home,BA+
93127,2014,4,Suicide,0,M,31.0,White,Home,HS/GED
93128,2014,3,Suicide,0,M,23.0,Hispanic,Home,HS/GED
93131,2014,4,Suicide,0,M,56.0,White,Farm,Some college
93132,2014,4,Suicide,0,F,44.0,Black,Home,BA+
93133,2014,4,Suicide,0,M,67.0,White,Other specified,BA+
93140,2014,4,Suicide,0,F,47.0,White,Home,HS/GED
93143,2014,4,Suicide,0,F,26.0,White,Other specified,BA+
93147,2014,4,Suicide,0,M,22.0,Black,Home,Some college
93149,2014,4,Suicide,0,M,23.0,Hispanic,Other specified,HS/GED
93150,2014,4,Suicide,0,M,63.0,White,Home,BA+
93152,2014,4,Suicide,0,M,19.0,White,Home,Less than HS
93156,2014,4,Suicide,0,M,57.0,Black,Home,HS/GED
